"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000121864",298.806450867711,-0.617902793709566,0.108783863306453,-5.68009606322664,1.3461911316217e-08,5.01790097019103e-08,"ZNF639","51193","zinc finger protein 639"
"ENSG00000154305",1200.75835176657,-0.348904497000133,0.0614303193550517,-5.67967903574704,1.3494773095627e-08,5.02887409372806e-08,"MIA3","375056","MIA family member 3, ER export factor"
"ENSG00000177034",326.536226758493,-0.638118243264905,0.112352936884562,-5.67958667534028,1.35020616331959e-08,5.03031411087109e-08,"MTX3","345778","metaxin 3"
"ENSG00000212719",483.787786354662,-0.560391352590022,0.0986725792468092,-5.6793017560463,1.35245698846348e-08,5.03742220094537e-08,"C17orf51","339263","chromosome 17 open reading frame 51"
"ENSG00000070371",150.564559904319,-0.862684566389947,0.151945091805912,-5.67760732601947,1.36591825691974e-08,5.08627102513334e-08,"CLTCL1","8218","clathrin heavy chain like 1"
"ENSG00000053438",75.947488114449,1.29021593842032,0.227302563109958,5.67620497000808,1.37715752731513e-08,5.12682313133787e-08,"NNAT","4826","neuronatin"
"ENSG00000040487",342.782082246276,0.622938560312409,0.109771533294223,5.67486434431715,1.38798602512307e-08,5.16582587004252e-08,"PQLC2","54896","PQ loop repeat containing 2"
"ENSG00000170275",3164.59585128601,0.255012700861689,0.0449519462722707,5.67300688866941,1.40312585188341e-08,5.22085075080226e-08,"CRTAP","10491","cartilage associated protein"
"ENSG00000196510",462.060735471766,-0.505449430552867,0.089154678723201,-5.66935395642149,1.43336971299723e-08,5.33203370066583e-08,"ANAPC7","51434","anaphase promoting complex subunit 7"
"ENSG00000204160",698.135417147824,-0.431950744993678,0.0762184404302917,-5.66727346499217,1.45087685608384e-08,5.39579266224598e-08,"ZDHHC18","84243","zinc finger DHHC-type containing 18"
"ENSG00000135446",1263.59160937664,0.333090515170122,0.0587770519919839,5.66701635896181,1.45305474722173e-08,5.40252448410207e-08,"CDK4","1019","cyclin dependent kinase 4"
"ENSG00000173272",294.509135786476,-0.606007425521543,0.106937913785565,-5.66690899484654,1.4539651457252e-08,5.40454149562327e-08,"MZT2A","653784","mitotic spindle organizing protein 2A"
"ENSG00000175376",432.998628760827,0.532742357919599,0.0940128897930984,5.66669484463298,1.4557826965139e-08,5.40992861416373e-08,"EIF1AD","84285","eukaryotic translation initiation factor 1A domain containing"
"ENSG00000080189",752.071485178991,0.439006104025833,0.0774837378544355,5.66578376549889,1.46353997076039e-08,5.43738041741783e-08,"SLC35C2","51006","solute carrier family 35 member C2"
"ENSG00000197070",256.915919542121,0.655064281953984,0.115678475898306,5.66280180359447,1.48921133078713e-08,5.53135637149507e-08,"ARRDC1","92714","arrestin domain containing 1"
"ENSG00000138496",105.329383677581,-1.04051071651628,0.183816919898112,-5.66058182833779,1.5086063193063e-08,5.60197847083153e-08,"PARP9","83666","poly(ADP-ribose) polymerase family member 9"
"ENSG00000068796",652.409484798319,-0.451771671200954,0.0798156939797174,-5.66018596938788,1.5120904526605e-08,5.61349728318998e-08,"KIF2A","3796","kinesin family member 2A"
"ENSG00000122884",3598.58445620417,0.277705333383719,0.049078092603927,5.65843778047516,1.5275707525171e-08,5.66953369238912e-08,"P4HA1","5033","prolyl 4-hydroxylase subunit alpha 1"
"ENSG00000103876",540.890060534217,-0.481298603262062,0.085091843436217,-5.6562248956662,1.54738683373694e-08,5.74162985289103e-08,"FAH","2184","fumarylacetoacetate hydrolase"
"ENSG00000165501",117.57712217593,-0.974494596534834,0.172300361711355,-5.65578961562107,1.5513139874793e-08,5.75474810001791e-08,"LRR1","122769","leucine rich repeat protein 1"
"ENSG00000034152",1873.76047615425,-0.303808093922152,0.0537184427749959,-5.6555640526416,1.55335285264144e-08,5.76085670419154e-08,"MAP2K3","5606","mitogen-activated protein kinase kinase 3"
"ENSG00000111907",43.1935246139796,-1.701067633469,0.30081327339129,-5.65489552469415,1.55941098105554e-08,5.78186454106659e-08,"TPD52L1","7164","tumor protein D52 like 1"
"ENSG00000186376",195.73232609132,0.753899689866234,0.133323763164453,5.65465354391708,1.56160943631821e-08,5.78855478665517e-08,"ZNF75D","7626","zinc finger protein 75D"
"ENSG00000104324",470.75172949812,0.511711460812178,0.0905268172659615,5.65259528907114,1.58043129324618e-08,5.85684553425491e-08,"CPQ","10404","carboxypeptidase Q"
"ENSG00000087074",1902.1162290777,0.31337274117419,0.0554399058323055,5.65247607241757,1.5815282028509e-08,5.85943235810335e-08,"PPP1R15A","23645","protein phosphatase 1 regulatory subunit 15A"
"ENSG00000127241",242.844064831477,-0.744041140885886,0.131632834615111,-5.65239777036963,1.58224906042743e-08,5.8606249868076e-08,"MASP1","5648","mannan binding lectin serine peptidase 1"
"ENSG00000172318",100.576552712924,1.08031229089863,0.191198838212284,5.65020321775797,1.60258267011338e-08,5.93444401914938e-08,"B3GALT1","8708","beta-1,3-galactosyltransferase 1"
"ENSG00000115762",3236.73199056362,0.252899100724576,0.0447638655788233,5.64962604222047,1.60797249730304e-08,5.95290221405789e-08,"PLEKHB2","55041","pleckstrin homology domain containing B2"
"ENSG00000167733",84.6216406476633,1.2019016419834,0.212772009639654,5.64877703612856,1.61593276307195e-08,5.98086477438322e-08,"HSD11B1L","374875","hydroxysteroid 11-beta dehydrogenase 1 like"
"ENSG00000163882",385.837047836918,0.559688154021562,0.0991614447714698,5.64421136976609,1.65940107877741e-08,6.14020197663478e-08,"POLR2H","5437","RNA polymerase II subunit H"
"ENSG00000144659",516.98862351292,0.475084093410459,0.0841780013909288,5.64380343510573,1.66333970332311e-08,6.15322594858135e-08,"SLC25A38","54977","solute carrier family 25 member 38"
"ENSG00000185000",351.230293558938,0.558078296136075,0.0988932600645356,5.64323894036748,1.66880489877988e-08,6.17188921527604e-08,"DGAT1","8694","diacylglycerol O-acyltransferase 1"
"ENSG00000213722",864.89151154786,0.394802362012034,0.0699693441925723,5.64250482218961,1.6759384080105e-08,6.19671160676421e-08,"DDAH2","23564","dimethylarginine dimethylaminohydrolase 2"
"ENSG00000122877",90.7151540533704,1.13280834289872,0.200829134061704,5.64065740855445,1.69402121615016e-08,6.26199588959381e-08,"EGR2","1959","early growth response 2"
"ENSG00000120992",1088.43765108656,0.387684937024162,0.0687598428402944,5.6382464096758,1.71790570075751e-08,6.34868798594411e-08,"LYPLA1","10434","lysophospholipase I"
"ENSG00000141098",552.906574095016,0.483263779953054,0.0857203906357628,5.63767589448472,1.72360516028308e-08,6.36814884420484e-08,"GFOD2","81577","glucose-fructose oxidoreductase domain containing 2"
"ENSG00000153132",58.7878029162165,-1.41258160739873,0.250592420778531,-5.63696860028794,1.73069654333787e-08,6.39274131798675e-08,"CLGN","1047","calmegin"
"ENSG00000164219",274.582286144813,-0.645934362631097,0.114599492238254,-5.63645047648372,1.7359092616281e-08,6.41038387463971e-08,"PGGT1B","5229","protein geranylgeranyltransferase type I subunit beta"
"ENSG00000204381",1108.16447834831,-0.368802522161708,0.0654638514549343,-5.63368200869749,1.76402156870661e-08,6.51256015187235e-08,"LAYN","143903","layilin"
"ENSG00000160298",52.870176665437,-1.44275531260812,0.256097207678501,-5.63362375438051,1.76461783370822e-08,6.51312461738034e-08,"C21orf58","54058","chromosome 21 open reading frame 58"
"ENSG00000198839",267.825723247901,0.662339618372694,0.117587165710407,5.63275434330902,1.77354002612781e-08,6.54441170153668e-08,"ZNF277","11179","zinc finger protein 277"
"ENSG00000117505",1385.72719869253,-0.323276833431706,0.0574083960962727,-5.63117689073872,1.78984035802256e-08,6.60290177281554e-08,"DR1","1810","down-regulator of transcription 1"
"ENSG00000172375",319.700722129523,0.621652324968174,0.110482286332132,5.62671488440566,1.83673940988228e-08,6.77421590036924e-08,"C2CD2L","9854","C2CD2 like"
"ENSG00000091164",934.096740475464,-0.382583484751474,0.0680262440117436,-5.62405716072502,1.86523885040525e-08,6.87760007842698e-08,"TXNL1","9352","thioredoxin like 1"
"ENSG00000072736",381.676190703855,0.535768055321476,0.095273716482496,5.62346127664611,1.87168734585656e-08,6.89964544808854e-08,"NFATC3","4775","nuclear factor of activated T cells 3"
"ENSG00000185432",83.7175673921422,-1.1404046344707,0.2028854536736,-5.62092852800265,1.89933843025911e-08,6.9998197542665e-08,"METTL7A","25840","methyltransferase like 7A"
"ENSG00000239697",85.9729746496586,-1.11166618000854,0.197802335323435,-5.6200862249215,1.9086217882658e-08,7.0322683896726e-08,"TNFSF12","8742","TNF superfamily member 12"
"ENSG00000159231",39.8154023948724,-1.72833368209503,0.307642536473193,-5.61799321351527,1.93188085869511e-08,7.11618099654744e-08,"CBR3","874","carbonyl reductase 3"
"ENSG00000205726",1009.68143904617,-0.407650434919422,0.0725758847736125,-5.61688550116908,1.94430169520473e-08,7.16013835611871e-08,"ITSN1","6453","intersectin 1"
"ENSG00000169515",228.73234027439,-0.727096084480474,0.129463930561429,-5.61620585229702,1.95196097785829e-08,7.18654304880659e-08,"CCDC8","83987","coiled-coil domain containing 8"
"ENSG00000197324",7402.57030439311,0.233463357265353,0.0415702664418638,5.61611404612603,1.95299782794349e-08,7.18855878037833e-08,"LRP10","26020","LDL receptor related protein 10"
"ENSG00000136045",1023.0411447839,-0.355824620353888,0.063360785615461,-5.61584924961948,1.9559914106453e-08,7.19777400360206e-08,"PWP1","11137","PWP1 homolog, endonuclein"
"ENSG00000179841",19.4842532638599,-2.95595447936768,0.526596014532337,-5.61332482167156,1.98475522604899e-08,7.30179170314542e-08,"AKAP5","9495","A-kinase anchoring protein 5"
"ENSG00000213551",221.418500078963,-0.721412471268007,0.128537559451701,-5.61246435940836,1.9946530207149e-08,7.33636777023082e-08,"DNAJC9","23234","DnaJ heat shock protein family (Hsp40) member C9"
"ENSG00000075643",58.3922179647493,-1.40051893452217,0.249585861363313,-5.61137128069722,2.00729569981465e-08,7.3810197322346e-08,"MOCOS","55034","molybdenum cofactor sulfurase"
"ENSG00000175105",336.39899495917,0.568271412685163,0.101281848046705,5.61079229540825,2.01402379581672e-08,7.40390629643334e-08,"ZNF654","55279","zinc finger protein 654"
"ENSG00000169057",970.842490056442,0.366926040514294,0.0654008430572646,5.61041759344013,2.01838968260614e-08,7.41809968413414e-08,"MECP2","4204","methyl-CpG binding protein 2"
"ENSG00000100412",1057.51527474706,-0.370060902572845,0.0659631934654039,-5.61011199021061,2.02195725848192e-08,7.42935270812892e-08,"ACO2","50","aconitase 2"
"ENSG00000143776",1407.72492816831,-0.399800114115922,0.0712913891423387,-5.6079719995032,2.0471113518239e-08,7.5198964136767e-08,"CDC42BPA","8476","CDC42 binding protein kinase alpha"
"ENSG00000247626",170.612674103419,0.973878162348038,0.173681258883278,5.60727259008717,2.05539809574316e-08,7.54844950661674e-08,"MARS2","92935","methionyl-tRNA synthetase 2, mitochondrial"
"ENSG00000021355",211.238305406742,-0.722803894991111,0.128946799161928,-5.60544270729385,2.07723327752123e-08,7.62673252856459e-08,"SERPINB1","1992","serpin family B member 1"
"ENSG00000221955",40.2201420085032,-1.69937435059602,0.303214890878084,-5.60452141936295,2.08831166170422e-08,7.66427415037427e-08,"SLC12A8","84561","solute carrier family 12 member 8"
"ENSG00000168256",1290.8464520183,0.336988004980235,0.0601280515026873,5.6045056601439,2.08850166262411e-08,7.66427415037427e-08,"NKIRAS2","28511","NFKB inhibitor interacting Ras like 2"
"ENSG00000167202",1109.45979581884,0.345290248938441,0.0616128073839395,5.60419600403483,2.09223843585076e-08,7.67606958607584e-08,"TBC1D2B","23102","TBC1 domain family member 2B"
"ENSG00000102900",811.096740934062,-0.407666536339239,0.0727526905449744,-5.60345649467393,2.10118873923245e-08,7.70698191743439e-08,"NUP93","9688","nucleoporin 93"
"ENSG00000196449",433.2325474384,0.551292589065533,0.0983921932614504,5.60301148690347,2.10659258310764e-08,7.72487395053701e-08,"YRDC","79693","yrdC N6-threonylcarbamoyltransferase domain containing"
"ENSG00000171033",382.151764578297,0.543541721127853,0.0970214252207112,5.60228547345461,2.11543772458606e-08,7.75537314054636e-08,"PKIA","5569","cAMP-dependent protein kinase inhibitor alpha"
"ENSG00000135678",74.4398507397303,-1.21819171363882,0.217463292043138,-5.60182687474982,2.12104347671159e-08,7.77398419982365e-08,"CPM","1368","carboxypeptidase M"
"ENSG00000179941",309.1426753202,0.597485761637176,0.10671556804577,5.59886221456382,2.15763195606366e-08,7.906114600792e-08,"BBS10","79738","Bardet-Biedl syndrome 10"
"ENSG00000116005",2184.02332686267,-0.286113604977227,0.0511060460634236,-5.59842967742319,2.16302108805593e-08,7.92388523280338e-08,"PCYOX1","51449","prenylcysteine oxidase 1"
"ENSG00000085733",6783.01253598527,-0.228602000619691,0.0408474323837167,-5.59648397167848,2.18742534266839e-08,8.01128852749904e-08,"CTTN","2017","cortactin"
"ENSG00000121413",174.698314875408,0.775939849891305,0.138655742575914,5.5961609340953,2.19150286861507e-08,8.02422162012846e-08,"ZSCAN18","65982","zinc finger and SCAN domain containing 18"
"ENSG00000084652",2674.28096752839,0.25688612484895,0.0459222808384583,5.59393218626494,2.21983687082353e-08,8.12594159790621e-08,"TXLNA","200081","taxilin alpha"
"ENSG00000143147",598.899769990168,0.472258546957484,0.0844330419745827,5.59329068233323,2.22805798303697e-08,8.15400392895193e-08,"GPR161","23432","G protein-coupled receptor 161"
"ENSG00000104177",193.585357144013,-0.779575374943701,0.139380480277837,-5.59314599425773,2.22991629526338e-08,8.15877219860999e-08,"MYEF2","50804","myelin expression factor 2"
"ENSG00000169223",2338.65295884977,0.275391512518068,0.0492549118703624,5.59114821366224,2.25572925474818e-08,8.25116104388714e-08,"LMAN2","10960","lectin, mannose binding 2"
"ENSG00000008952",2959.49027254798,0.254660929838063,0.0455478146327288,5.59106802140785,2.25677143619463e-08,8.25291819708717e-08,"SEC62","7095","SEC62 homolog, preprotein translocation factor"
"ENSG00000112759",185.986816236613,-0.815522719707075,0.145941362571972,-5.58801634666727,2.29678028893281e-08,8.39713848791014e-08,"SLC29A1","2030","solute carrier family 29 member 1 (Augustine blood group)"
"ENSG00000145715",2124.3129977841,0.289965928162299,0.0518959255515734,5.58745075033175,2.30427076268113e-08,8.42209345010483e-08,"RASA1","5921","RAS p21 protein activator 1"
"ENSG00000132424",861.87975670388,0.392933671577429,0.0703247766200005,5.58741442863933,2.30475259832685e-08,8.42209345010483e-08,"PNISR","25957","PNN interacting serine and arginine rich protein"
"ENSG00000168438",443.481667245215,0.52060771257882,0.0931801041280738,5.58711237179191,2.30876340871073e-08,8.43465169708047e-08,"CDC40","51362","cell division cycle 40"
"ENSG00000134825",650.784383689309,0.459329977653139,0.0822361198724446,5.58550158209799,2.33026666520477e-08,8.5110933147335e-08,"TMEM258","746","transmembrane protein 258"
"ENSG00000170515",1295.11882945298,-0.329129076131266,0.0589290496759356,-5.58517535818451,2.33464520518056e-08,8.52496596174558e-08,"PA2G4","5036","proliferation-associated 2G4"
"ENSG00000135829",3146.71765972185,-0.252349693897699,0.0451882666103604,-5.58440747625054,2.3449831724079e-08,8.56058717760238e-08,"DHX9","1660","DExH-box helicase 9"
"ENSG00000176974",56.632673936347,-1.40052802895963,0.250824487451227,-5.58369736221217,2.35458294692757e-08,8.59349651934558e-08,"SHMT1","6470","serine hydroxymethyltransferase 1"
"ENSG00000130202",2333.51898360669,-0.274969142116689,0.0492584385854889,-5.58217332933676,2.37531474794223e-08,8.66700786072314e-08,"NECTIN2","5819","nectin cell adhesion molecule 2"
"ENSG00000072609",619.316808981027,0.467830503639583,0.0838097358299139,5.58205438791757,2.37694017024548e-08,8.67078497663424e-08,"CHFR","55743","checkpoint with forkhead and ring finger domains"
"ENSG00000213741",2266.57574136369,-0.303934978701316,0.0544492347600411,-5.58198806724765,2.37784695990585e-08,8.6719393845623e-08,"RPS29","6235","ribosomal protein S29"
"ENSG00000185262",354.298520440408,0.563778845779294,0.101051343135659,5.5791326298596,2.41720883701467e-08,8.81330300713465e-08,"UBALD2","283991","UBA like domain containing 2"
"ENSG00000134852",892.565752281164,-0.384506909088071,0.0689327642313189,-5.57799927764066,2.43300665391739e-08,8.86870167395695e-08,"CLOCK","9575","clock circadian regulator"
"ENSG00000172020",32.6485954040346,1.92255738953367,0.344755424988166,5.57658342751143,2.45288304478669e-08,8.93893622622588e-08,"GAP43","2596","growth associated protein 43"
"ENSG00000177600",5062.83732776986,-0.261500834035519,0.0469055452084408,-5.57505158235451,2.47456531537047e-08,9.01571539751792e-08,"RPLP2","6181","ribosomal protein lateral stalk subunit P2"
"ENSG00000163703",341.349574439537,0.587141745926976,0.105346227818899,5.57344822005713,2.49745907783838e-08,9.0968692917049e-08,"CRELD1","78987","cysteine rich with EGF like domains 1"
"ENSG00000172661",904.596732638812,0.395279080075204,0.0709249025495011,5.57320582568759,2.50093796742971e-08,9.10728278174083e-08,"WASHC2C","253725","WASH complex subunit 2C"
"ENSG00000137040",740.363497555352,-0.419989897877859,0.0754193481740542,-5.56872882152996,2.56604484064427e-08,9.34205668130468e-08,"RANBP6","26953","RAN binding protein 6"
"ENSG00000196262",9863.35379413531,-0.198038197814583,0.0355731607977429,-5.56706779418792,2.59061624515639e-08,9.42917558011581e-08,"PPIA","5478","peptidylprolyl isomerase A"
"ENSG00000177311",3627.84119125255,0.279355515820899,0.0501880027584159,5.56618116814889,2.60382532326593e-08,9.47490562268431e-08,"ZBTB38","253461","zinc finger and BTB domain containing 38"
"ENSG00000129071",472.515619682037,0.519259490247559,0.0932990404107502,5.56553945208346,2.61342644626812e-08,9.50748749273865e-08,"MBD4","8930","methyl-CpG binding domain 4, DNA glycosylase"
"ENSG00000120438",3600.28042262244,-0.253286365779941,0.0455114132147016,-5.56533730528328,2.61645800268606e-08,9.51615946012831e-08,"TCP1","6950","t-complex 1"
"ENSG00000117569",193.82951863584,0.746076540475394,0.134104097506405,5.56341345528061,2.6454809183616e-08,9.61933531948809e-08,"PTBP2","58155","polypyrimidine tract binding protein 2"
"ENSG00000106009",549.935733461111,0.454642616076019,0.0818388624005192,5.55533890306294,2.77073649938381e-08,1.00722888334443e-07,"BRAT1","221927","BRCA1 associated ATM activator 1"
"ENSG00000112200",553.187414273941,0.453198569741525,0.0815828042941067,5.55507467122288,2.7749311073169e-08,1.00850415552908e-07,"ZNF451","26036","zinc finger protein 451"
"ENSG00000140961",216.404977867011,0.707560863551903,0.127402961806199,5.55372381866774,2.79647197795125e-08,1.01608145822666e-07,"OSGIN1","29948","oxidative stress induced growth inhibitor 1"
"ENSG00000204264",320.713082932939,0.574415800179718,0.103435529929733,5.55337030293106,2.80213591810695e-08,1.01788765175547e-07,"PSMB8","5696","proteasome subunit beta 8"
"ENSG00000122507",357.898270701485,0.568718838830116,0.102434375868376,5.55203108340207,2.82369368425974e-08,1.02546502402412e-07,"BBS9","27241","Bardet-Biedl syndrome 9"
"ENSG00000170571",99.6458605609307,-1.01630682520564,0.183108882007839,-5.55028687883163,2.85201199936173e-08,1.03549323456806e-07,"EMB","133418","embigin"
"ENSG00000159199",556.225857481809,-0.484100122272928,0.0872283812748137,-5.54980059469139,2.85995614110787e-08,1.03812097140782e-07,"ATP5MC1","516","ATP synthase membrane subunit c locus 1"
"ENSG00000182934",4231.00486313711,0.23919133421627,0.0431004042029368,5.54963088257932,2.86273368015646e-08,1.03887247434531e-07,"SRPRA","6734","SRP receptor alpha subunit"
"ENSG00000166822",174.819830617307,0.817248954964004,0.147264741323926,5.54952222519013,2.86451336069742e-08,1.03926157739306e-07,"TMEM170A","124491","transmembrane protein 170A"
"ENSG00000139687",1047.37053076835,0.356540702300454,0.0642506650355131,5.54921419262173,2.86956440992757e-08,1.04083706621817e-07,"RB1","5925","RB transcriptional corepressor 1"
"ENSG00000088812",1726.42018229207,-0.295388151932275,0.0532321153012467,-5.54905906445083,2.87211143786676e-08,1.04150375270952e-07,"ATRN","8455","attractin"
"ENSG00000117133",487.330915819878,0.479932749606661,0.0865692527967475,5.54391696938261,2.95779132581057e-08,1.07230884936222e-07,"RPF1","80135","ribosome production factor 1 homolog"
"ENSG00000172432",821.218128656958,0.401029865465511,0.0723420424486076,5.54352423420179,2.96443623344871e-08,1.07445270834842e-07,"GTPBP2","54676","GTP binding protein 2"
"ENSG00000145362",48.5991277910092,-1.50527322517306,0.27161123075051,-5.54201393297957,2.99012507649717e-08,1.08349623516881e-07,"ANK2","287","ankyrin 2"
"ENSG00000173805",20.2473049141011,2.84229878423168,0.513060109270883,5.53989431817436,3.02654234301848e-08,1.09642187469646e-07,"HAP1","9001","huntingtin associated protein 1"
"ENSG00000198142",221.63905137434,-0.687050030772181,0.124031091561144,-5.53933713010565,3.03618663407111e-08,1.09964451810909e-07,"SOWAHC","65124","sosondowah ankyrin repeat domain family member C"
"ENSG00000120075",644.241480854752,-0.421626802662196,0.0761360667119619,-5.53780646769283,3.0628343674033e-08,1.10902235290004e-07,"HOXB5","3215","homeobox B5"
"ENSG00000171791",21.0012205945772,-2.51658646678148,0.454600874444912,-5.53581527940162,3.09783928511362e-08,1.12142087477376e-07,"BCL2","596","BCL2, apoptosis regulator"
"ENSG00000087206",454.01219398125,0.489819675854956,0.0884854002564245,5.53559880427158,3.10166820830174e-08,1.12253032717301e-07,"UIMC1","51720","ubiquitin interaction motif containing 1"
"ENSG00000187961",209.637938486147,0.729755610542653,0.131859900882201,5.53432548985905,3.12428316941044e-08,1.13043644725713e-07,"KLHL17","339451","kelch like family member 17"
"ENSG00000147894",79.9970964558597,1.18454578178645,0.214051280952679,5.53393456238332,3.13125835396422e-08,1.13268124155958e-07,"C9orf72","203228","chromosome 9 open reading frame 72"
"ENSG00000131941",41.9441661989991,-1.60968631311814,0.291156931313122,-5.52858661429914,3.22821032990179e-08,1.16746454323627e-07,"RHPN2","85415","rhophilin Rho GTPase binding protein 2"
"ENSG00000164402",1510.68955882169,-0.305971814399688,0.0553491140237412,-5.52803454574621,3.23838292939848e-08,1.17085516201978e-07,"SEPT8","23176","septin 8"
"ENSG00000164093",45.8151999169751,-1.61270787771999,0.291748312387202,-5.52773678285974,3.24388250952946e-08,1.17255497207155e-07,"PITX2","5308","paired like homeodomain 2"
"ENSG00000171295",147.252870087421,0.863973090553291,0.156361878966508,5.52547140174973,3.28602103081856e-08,1.18749443893542e-07,"ZNF440","126070","zinc finger protein 440"
"ENSG00000196214",127.280382949278,-0.919956474160521,0.166669927448458,-5.51963085509242,3.39712542342969e-08,1.22734314978313e-07,"ZNF766","90321","zinc finger protein 766"
"ENSG00000102098",22.396392077351,-2.44380390610655,0.442787574376781,-5.51913388614433,3.4067456814391e-08,1.23051620507353e-07,"SCML2","10389","Scm polycomb group protein like 2"
"ENSG00000167232",177.312095483582,0.781181640938819,0.141579940447211,5.51760114089105,3.43658308256799e-08,1.24098833537177e-07,"ZNF91","7644","zinc finger protein 91"
"ENSG00000168918",21.8304031928055,2.56593711052525,0.46543077285978,5.5130370833866,3.52693881862192e-08,1.27330379074849e-07,"INPP5D","3635","inositol polyphosphate-5-phosphatase D"
"ENSG00000119559",523.479010805897,0.464220560852093,0.0842055065868916,5.51294778297027,3.52872950229626e-08,1.2736372577084e-07,"C19orf25","148223","chromosome 19 open reading frame 25"
"ENSG00000132768",315.887891450563,-0.574317098038081,0.104177902336774,-5.51284951180432,3.5307010897514e-08,1.27403583906775e-07,"DPH2","1802","DPH2 homolog"
"ENSG00000120324",41.0661319418671,1.71720811839807,0.311556161137844,5.51171291919441,3.55358201767025e-08,1.28197740274008e-07,"PCDHB10","56126","protocadherin beta 10"
"ENSG00000005156",422.138743538793,-0.525585496721825,0.0953846113430202,-5.51017076362271,3.58485746851174e-08,1.29294270101737e-07,"LIG3","3980","DNA ligase 3"
"ENSG00000077380",2505.19691144534,0.265559658606056,0.0482045145565363,5.50902049422354,3.60835899057371e-08,1.30109949856475e-07,"DYNC1I2","1781","dynein cytoplasmic 1 intermediate chain 2"
"ENSG00000161970",1228.09790832475,-0.363464681611356,0.0659823598598644,-5.50851291744179,3.61877690756284e-08,1.30453577354842e-07,"RPL26","6154","ribosomal protein L26"
"ENSG00000159459",1030.34084090875,-0.352122281884382,0.0639257805975648,-5.50829850793869,3.62318638052726e-08,1.30580490505264e-07,"UBR1","197131","ubiquitin protein ligase E3 component n-recognin 1"
"ENSG00000181690",258.653467127817,-0.639455518095438,0.116101990732809,-5.50770502778931,3.63541888331732e-08,1.30989216080283e-07,"PLAG1","5324","PLAG1 zinc finger"
"ENSG00000143434",83.0277850557335,1.13693020804749,0.206460237729638,5.50677564140132,3.6546554250784e-08,1.31650044615993e-07,"SEMA6C","10500","semaphorin 6C"
"ENSG00000148297",586.371673262141,-0.44757072329045,0.081288785533176,-5.50593443308099,3.67215193474712e-08,1.32247884092756e-07,"MED22","6837","mediator complex subunit 22"
"ENSG00000177602",42.4868500171595,-1.60920847233626,0.292376503571545,-5.50389122476964,3.71498811744937e-08,1.33754832828616e-07,"HASPIN","83903","histone H3 associated protein kinase"
"ENSG00000164161",167.197847339555,-0.889474045189416,0.161609370439484,-5.50385192870042,3.71581669689299e-08,1.33754832828616e-07,"HHIP","64399","hedgehog interacting protein"
"ENSG00000108559",672.788190803342,-0.411414421697432,0.0747875871542759,-5.50110569617314,3.77416860347139e-08,1.35821991144034e-07,"NUP88","4927","nucleoporin 88"
"ENSG00000105887",4984.47509538538,-0.242137923167675,0.0440229424266322,-5.50026667506873,3.79217265062597e-08,1.36436483560361e-07,"MTPN","136319","myotrophin"
"ENSG00000169813",2529.00261069993,0.271354362565691,0.0493456074798016,5.4990581011038,3.8182531817747e-08,1.37341183252376e-07,"HNRNPF","3185","heterogeneous nuclear ribonucleoprotein F"
"ENSG00000103005",1260.6954853979,0.351102522492638,0.063852927503466,5.49861276875019,3.82790705928494e-08,1.37654723870002e-07,"USB1","79650","U6 snRNA biogenesis phosphodiesterase 1"
"ENSG00000139517",215.479269463194,0.700462866234928,0.127400019378969,5.49813783113568,3.8382287995388e-08,1.37992122039219e-07,"LNX2","222484","ligand of numb-protein X 2"
"ENSG00000137818",8671.75592216033,-0.210242955421505,0.0382439798029549,-5.49741309625054,3.85403137830319e-08,1.38526354165094e-07,"RPLP1","6176","ribosomal protein lateral stalk subunit P1"
"ENSG00000126603",363.002222465345,0.537275717329236,0.0977682915750909,5.49539844333459,3.89829234026037e-08,1.40082961052898e-07,"GLIS2","84662","GLIS family zinc finger 2"
"ENSG00000175155",184.837973606362,0.790019348624478,0.143854235803866,5.49180456320803,3.97847512120642e-08,1.42929321424608e-07,"YPEL2","388403","yippee like 2"
"ENSG00000177706",1418.31048775869,-0.305867962761907,0.0557021984986447,-5.4911290937529,3.99372297320638e-08,1.4344203050465e-07,"FAM20C","56975","FAM20C, golgi associated secretory pathway kinase"
"ENSG00000070718",554.864308707097,0.470604148960438,0.0857053771027692,5.49095243342943,3.99772019124523e-08,1.43550500145178e-07,"AP3M2","10947","adaptor related protein complex 3 mu 2 subunit"
"ENSG00000123689",21.7892108035725,2.71950373499614,0.49547744240897,5.48865296828476,4.05010441715359e-08,1.45395977243368e-07,"G0S2","50486","G0/G1 switch 2"
"ENSG00000134769",187.463504750352,0.771669285533405,0.140633819657852,5.48708189403375,4.0862772200951e-08,1.46658715766423e-07,"DTNA","1837","dystrobrevin alpha"
"ENSG00000143164",1521.95773451763,-0.329020444765818,0.0599735706318243,-5.48609064458849,4.10926096152984e-08,1.47447590436916e-07,"DCAF6","55827","DDB1 and CUL4 associated factor 6"
"ENSG00000122557",423.17720202007,0.499355728476928,0.0910446591578259,5.48473389978093,4.14092260716132e-08,1.48547382415628e-07,"HERPUD2","64224","HERPUD family member 2"
"ENSG00000168453",75.7564536473457,-1.1447290451515,0.208725338891,-5.48437986127451,4.14922345665958e-08,1.48808819771311e-07,"HR","55806","HR, lysine demethylase and nuclear receptor corepressor"
